"funnel","rides","platform","age_group","request_date","revenue"
"ride completed","3","web","25-34","10:46:00","0"
"ride completed","1","web","25-34","10:47:00","0"
"ride completed","1","web","25-34","10:48:00","0"
"ride completed","3","web","25-34","10:49:00","0"
"ride completed","1","web","25-34","10:50:00","0"
"ride completed","3","web","25-34","10:52:00","0"
"ride completed","1","web","25-34","10:53:00","0"
"ride completed","2","web","25-34","10:54:00","0"
"ride completed","1","web","25-34","10:55:00","0"
"ride completed","1","web","25-34","10:58:00","0"
"ride completed","2","web","25-34","10:59:00","0"
"ride completed","2","web","25-34","11:00:00","0"
"ride completed","2","web","25-34","11:01:00","0"
"ride completed","2","web","25-34","11:02:00","0"
"ride completed","1","web","25-34","11:03:00","0"
"ride completed","4","web","25-34","11:04:00","0"
"ride completed","1","web","25-34","11:05:00","0"
"ride completed","1","web","25-34","11:07:00","0"
"ride completed","3","web","25-34","11:09:00","0"
"ride completed","1","web","25-34","11:10:00","0"
"ride completed","4","web","25-34","11:11:00","0"
"ride completed","1","web","25-34","11:12:00","0"
"ride completed","1","web","25-34","11:13:00","0"
"ride completed","1","web","25-34","11:14:00","0"
"ride completed","3","web","25-34","11:15:00","0"
"ride completed","4","web","25-34","11:17:00","0"
"ride completed","1","web","25-34","11:18:00","0"
"ride completed","1","web","25-34","11:20:00","0"
"ride completed","3","web","25-34","11:21:00","0"
"ride completed","3","web","25-34","11:23:00","0"
"ride completed","2","web","25-34","11:24:00","0"
"ride completed","5","web","25-34","11:25:00","0"
"ride completed","2","web","25-34","11:27:00","0"
"ride completed","2","web","25-34","11:29:00","0"
"ride completed","2","web","25-34","11:30:00","0"
"ride completed","3","web","25-34","11:31:00","0"
"ride completed","2","web","25-34","11:32:00","0"
"ride completed","3","web","25-34","11:33:00","0"
"ride completed","1","web","25-34","11:34:00","0"
"ride completed","1","web","25-34","11:35:00","0"
"ride completed","1","web","25-34","11:37:00","0"
"ride completed","1","web","25-34","11:38:00","0"
"ride completed","2","web","25-34","11:39:00","0"
"ride completed","1","web","25-34","11:41:00","0"
"ride completed","1","web","25-34","11:43:00","0"
"ride completed","2","web","25-34","11:45:00","0"
"ride completed","2","web","25-34","11:46:00","0"
"ride completed","2","web","25-34","11:47:00","0"
"ride completed","2","web","25-34","11:48:00","0"
"ride completed","5","web","25-34","11:49:00","0"
"ride completed","1","web","25-34","11:51:00","0"
"ride completed","1","web","25-34","11:52:00","0"
"ride completed","2","web","25-34","11:55:00","0"
"ride completed","1","web","25-34","11:56:00","0"
"ride completed","1","web","25-34","11:57:00","0"
"ride completed","3","web","25-34","11:58:00","0"
"ride completed","3","web","25-34","11:59:00","0"
"ride completed","1","web","25-34","12:00:00","0"
"ride completed","3","web","25-34","12:01:00","0"
"ride completed","3","web","25-34","12:03:00","0"
"ride completed","2","web","25-34","12:05:00","0"
"ride completed","1","web","25-34","12:06:00","0"
"ride completed","1","web","25-34","12:07:00","0"
"ride completed","4","web","25-34","12:08:00","0"
"ride completed","1","web","25-34","12:09:00","0"
"ride completed","1","web","25-34","12:13:00","0"
"ride completed","1","web","25-34","12:14:00","0"
"ride completed","2","web","25-34","12:15:00","0"
"ride completed","1","web","25-34","12:16:00","0"
"ride completed","2","web","25-34","12:19:00","0"
"ride completed","1","web","25-34","12:20:00","0"
"ride completed","1","web","25-34","12:21:00","0"
"ride completed","3","web","25-34","12:22:00","0"
"ride completed","1","web","25-34","12:23:00","0"
"ride completed","1","web","25-34","12:24:00","0"
"ride completed","2","web","25-34","12:26:00","0"
"ride completed","3","web","25-34","12:27:00","0"
"ride completed","1","web","25-34","12:28:00","0"
"ride completed","1","web","25-34","12:29:00","0"
"ride completed","1","web","25-34","12:30:00","0"
"ride completed","3","web","25-34","12:31:00","0"
"ride completed","4","web","25-34","12:32:00","0"
"ride completed","3","web","25-34","12:36:00","0"
"ride completed","3","web","25-34","12:38:00","0"
"ride completed","1","web","25-34","12:40:00","0"
"ride completed","3","web","25-34","12:41:00","0"
"ride completed","2","web","25-34","12:43:00","0"
"ride completed","1","web","25-34","12:44:00","0"
"ride completed","2","web","25-34","12:45:00","0"
"ride completed","1","web","25-34","12:46:00","0"
"ride completed","3","web","25-34","12:47:00","0"
"ride completed","1","web","25-34","12:48:00","0"
"ride completed","3","web","25-34","12:49:00","0"
"ride completed","1","web","25-34","12:50:00","0"
"ride completed","2","web","25-34","12:51:00","0"
"ride completed","2","web","25-34","12:52:00","0"
"ride completed","1","web","25-34","12:53:00","0"
"ride completed","2","web","25-34","12:54:00","0"
"ride completed","4","web","25-34","12:56:00","0"
"ride completed","1","web","25-34","12:57:00","0"
"ride completed","3","web","25-34","12:58:00","0"
"ride completed","1","web","25-34","12:59:00","0"
"ride completed","1","web","25-34","13:00:00","0"
"ride completed","1","web","25-34","13:02:00","0"
"ride completed","3","web","25-34","13:03:00","0"
"ride completed","3","web","25-34","13:04:00","0"
"ride completed","2","web","25-34","13:05:00","0"
"ride completed","1","web","25-34","13:06:00","0"
"ride completed","2","web","25-34","13:07:00","0"
"ride completed","2","web","25-34","13:08:00","0"
"ride completed","4","web","25-34","13:10:00","0"
"ride completed","1","web","25-34","13:11:00","0"
"ride completed","1","web","25-34","13:12:00","0"
"ride completed","1","web","25-34","13:14:00","0"
"ride completed","1","web","25-34","13:17:00","0"
"ride completed","2","web","25-34","13:19:00","0"
"ride completed","3","web","25-34","13:22:00","0"
"ride completed","3","web","25-34","13:24:00","0"
"ride completed","1","web","25-34","13:25:00","0"
"ride completed","1","web","25-34","13:26:00","0"
"ride completed","1","web","25-34","13:27:00","0"
"ride completed","2","web","25-34","13:28:00","0"
"ride completed","2","web","25-34","13:30:00","0"
"ride completed","1","web","25-34","13:32:00","0"
"ride completed","1","web","25-34","13:34:00","0"
"ride completed","4","web","25-34","13:35:00","0"
"ride completed","4","web","25-34","13:36:00","0"
"ride completed","1","web","25-34","13:37:00","0"
"ride completed","1","web","25-34","13:38:00","0"
"ride completed","1","web","25-34","13:40:00","0"
"ride completed","3","web","25-34","13:41:00","0"
"ride completed","1","web","25-34","13:42:00","0"
"ride completed","3","web","25-34","13:44:00","0"
"ride completed","3","web","25-34","13:46:00","0"
"ride completed","2","web","25-34","13:47:00","0"
"ride completed","1","web","25-34","13:48:00","0"
"ride completed","1","web","25-34","13:49:00","0"
"ride completed","1","web","25-34","13:51:00","0"
"ride completed","1","web","25-34","13:52:00","0"
"ride completed","3","web","25-34","13:53:00","0"
"ride completed","1","web","25-34","13:57:00","0"
"ride completed","3","web","25-34","13:58:00","0"
"ride completed","2","web","25-34","14:00:00","0"
"ride completed","3","web","25-34","14:01:00","0"
"ride completed","3","web","25-34","14:02:00","0"
"ride completed","1","web","25-34","14:03:00","0"
"ride completed","1","web","25-34","14:05:00","0"
"ride completed","2","web","25-34","14:06:00","0"
"ride completed","1","web","25-34","14:07:00","0"
"ride completed","1","web","25-34","14:09:00","0"
"ride completed","3","web","25-34","14:11:00","0"
"ride completed","2","web","25-34","14:12:00","0"
"ride completed","4","web","25-34","14:13:00","0"
"ride completed","4","web","25-34","14:15:00","0"
"ride completed","2","web","25-34","14:16:00","0"
"ride completed","1","web","25-34","14:18:00","0"
"ride completed","1","web","25-34","14:19:00","0"
"ride completed","4","web","25-34","14:20:00","0"
"ride completed","3","web","25-34","14:21:00","0"
"ride completed","2","web","25-34","14:22:00","0"
"ride completed","1","web","25-34","14:24:00","0"
"ride completed","1","web","25-34","14:25:00","0"
"ride completed","4","web","25-34","14:26:00","0"
"ride completed","3","web","25-34","14:27:00","0"
"ride completed","3","web","25-34","14:28:00","0"
"ride completed","3","web","25-34","14:29:00","0"
"ride completed","1","web","25-34","14:30:00","0"
"ride completed","2","web","25-34","14:31:00","0"
"ride completed","2","web","25-34","14:32:00","0"
"ride completed","1","web","25-34","14:33:00","0"
"ride completed","1","web","25-34","14:34:00","0"
"ride completed","1","web","25-34","14:35:00","0"
"ride completed","1","web","25-34","14:36:00","0"
"ride completed","3","web","25-34","14:37:00","0"
"ride completed","1","web","25-34","14:38:00","0"
"ride completed","1","web","25-34","14:39:00","0"
"ride completed","2","web","25-34","14:41:00","0"
"ride completed","2","web","25-34","14:42:00","0"
"ride completed","3","web","25-34","14:44:00","0"
"ride completed","1","web","25-34","14:46:00","0"
"ride completed","2","web","25-34","14:47:00","0"
"ride completed","1","web","25-34","14:48:00","0"
"ride completed","1","web","25-34","14:49:00","0"
"ride completed","2","web","25-34","14:50:00","0"
"ride completed","2","web","25-34","14:51:00","0"
"ride completed","1","web","25-34","14:54:00","0"
"ride completed","1","web","25-34","14:57:00","0"
"ride completed","3","web","25-34","14:58:00","0"
"ride completed","2","web","25-34","15:01:00","0"
"ride completed","1","web","25-34","15:03:00","0"
"ride completed","1","web","25-34","15:04:00","0"
"ride completed","1","web","25-34","15:07:00","0"
"ride completed","3","web","25-34","15:09:00","0"
"ride completed","1","web","25-34","15:10:00","0"
"ride completed","5","web","25-34","15:11:00","0"
"ride completed","1","web","25-34","15:15:00","0"
"ride completed","1","web","25-34","15:16:00","0"
"ride completed","1","web","25-34","15:18:00","0"
"ride completed","1","web","25-34","15:19:00","0"
"ride completed","3","web","25-34","15:21:00","0"
"ride completed","2","web","25-34","15:23:00","0"
"ride completed","2","web","25-34","15:24:00","0"
"ride completed","2","web","25-34","15:25:00","0"
"ride completed","2","web","25-34","15:27:00","0"
"ride completed","2","web","25-34","15:28:00","0"
"ride completed","3","web","25-34","15:30:00","0"
"ride completed","1","web","25-34","15:31:00","0"
"ride completed","2","web","25-34","15:32:00","0"
"ride completed","1","web","25-34","15:34:00","0"
"ride completed","1","web","25-34","15:35:00","0"
"ride completed","4","web","25-34","15:36:00","0"
"ride completed","2","web","25-34","15:37:00","0"
"ride completed","1","web","25-34","15:38:00","0"
"ride completed","1","web","25-34","15:39:00","0"
"ride completed","2","web","25-34","15:43:00","0"
"ride completed","1","web","25-34","15:44:00","0"
"ride completed","1","web","25-34","15:45:00","0"
"ride completed","1","web","25-34","15:48:00","0"
"ride completed","1","web","25-34","15:49:00","0"
"ride completed","1","web","25-34","15:53:00","0"
"ride completed","2","web","25-34","15:56:00","0"
"ride completed","1","web","25-34","15:57:00","0"
"ride completed","1","web","25-34","15:58:00","0"
"ride completed","2","web","25-34","15:59:00","0"
"ride completed","8","web","25-34","16:00:00","0"
"ride completed","10","web","25-34","16:01:00","0"
"ride completed","8","web","25-34","16:02:00","0"
"ride completed","11","web","25-34","16:03:00","0"
"ride completed","8","web","25-34","16:04:00","0"
"ride completed","8","web","25-34","16:05:00","0"
"ride completed","10","web","25-34","16:06:00","0"
"ride completed","9","web","25-34","16:07:00","0"
"ride completed","4","web","25-34","16:08:00","0"
"ride completed","6","web","25-34","16:09:00","0"
"ride completed","9","web","25-34","16:10:00","0"
"ride completed","11","web","25-34","16:11:00","0"
"ride completed","15","web","25-34","16:12:00","0"
"ride completed","10","web","25-34","16:13:00","0"
"ride completed","10","web","25-34","16:14:00","0"
"ride completed","8","web","25-34","16:15:00","0"
"ride completed","13","web","25-34","16:16:00","0"
"ride completed","10","web","25-34","16:17:00","0"
"ride completed","8","web","25-34","16:18:00","0"
"ride completed","10","web","25-34","16:19:00","0"
"ride completed","8","web","25-34","16:20:00","0"
"ride completed","12","web","25-34","16:21:00","0"
"ride completed","10","web","25-34","16:22:00","0"
"ride completed","9","web","25-34","16:23:00","0"
"ride completed","15","web","25-34","16:24:00","0"
"ride completed","9","web","25-34","16:25:00","0"
"ride completed","9","web","25-34","16:26:00","0"
"ride completed","15","web","25-34","16:27:00","0"
"ride completed","12","web","25-34","16:28:00","0"
"ride completed","15","web","25-34","16:29:00","0"
"ride completed","13","web","25-34","16:30:00","0"
"ride completed","11","web","25-34","16:31:00","0"
"ride completed","9","web","25-34","16:32:00","0"
"ride completed","10","web","25-34","16:33:00","0"
"ride completed","5","web","25-34","16:34:00","0"
"ride completed","12","web","25-34","16:35:00","0"
"ride completed","9","web","25-34","16:36:00","0"
"ride completed","5","web","25-34","16:37:00","0"
"ride completed","15","web","25-34","16:38:00","0"
"ride completed","8","web","25-34","16:39:00","0"
"ride completed","12","web","25-34","16:40:00","0"
"ride completed","8","web","25-34","16:41:00","0"
"ride completed","13","web","25-34","16:42:00","0"
"ride completed","13","web","25-34","16:43:00","0"
"ride completed","10","web","25-34","16:44:00","0"
"ride completed","12","web","25-34","16:45:00","0"
"ride completed","7","web","25-34","16:46:00","0"
"ride completed","7","web","25-34","16:47:00","0"
"ride completed","7","web","25-34","16:48:00","0"
"ride completed","5","web","25-34","16:49:00","0"
"ride completed","7","web","25-34","16:50:00","0"
"ride completed","8","web","25-34","16:51:00","0"
"ride completed","12","web","25-34","16:52:00","0"
"ride completed","13","web","25-34","16:53:00","0"
"ride completed","12","web","25-34","16:54:00","0"
"ride completed","10","web","25-34","16:55:00","0"
"ride completed","7","web","25-34","16:56:00","0"
"ride completed","8","web","25-34","16:57:00","0"
"ride completed","9","web","25-34","16:58:00","0"
"ride completed","8","web","25-34","16:59:00","0"
"ride completed","8","web","25-34","17:00:00","0"
"ride completed","5","web","25-34","17:01:00","0"
"ride completed","6","web","25-34","17:02:00","0"
"ride completed","14","web","25-34","17:03:00","0"
"ride completed","8","web","25-34","17:04:00","0"
"ride completed","10","web","25-34","17:05:00","0"
"ride completed","10","web","25-34","17:06:00","0"
"ride completed","9","web","25-34","17:07:00","0"
"ride completed","11","web","25-34","17:08:00","0"
"ride completed","8","web","25-34","17:09:00","0"
"ride completed","12","web","25-34","17:10:00","0"
"ride completed","11","web","25-34","17:11:00","0"
"ride completed","17","web","25-34","17:12:00","0"
"ride completed","9","web","25-34","17:13:00","0"
"ride completed","7","web","25-34","17:14:00","0"
"ride completed","13","web","25-34","17:15:00","0"
"ride completed","12","web","25-34","17:16:00","0"
"ride completed","9","web","25-34","17:17:00","0"
"ride completed","6","web","25-34","17:18:00","0"
"ride completed","12","web","25-34","17:19:00","0"
"ride completed","5","web","25-34","17:20:00","0"
"ride completed","9","web","25-34","17:21:00","0"
"ride completed","12","web","25-34","17:22:00","0"
"ride completed","11","web","25-34","17:23:00","0"
"ride completed","14","web","25-34","17:24:00","0"
"ride completed","11","web","25-34","17:25:00","0"
"ride completed","11","web","25-34","17:26:00","0"
"ride completed","11","web","25-34","17:27:00","0"
"ride completed","10","web","25-34","17:28:00","0"
"ride completed","7","web","25-34","17:29:00","0"
"ride completed","10","web","25-34","17:30:00","0"
"ride completed","13","web","25-34","17:31:00","0"
"ride completed","13","web","25-34","17:32:00","0"
"ride completed","14","web","25-34","17:33:00","0"
"ride completed","9","web","25-34","17:34:00","0"
"ride completed","10","web","25-34","17:35:00","0"
"ride completed","7","web","25-34","17:36:00","0"
"ride completed","13","web","25-34","17:37:00","0"
"ride completed","11","web","25-34","17:38:00","0"
"ride completed","8","web","25-34","17:39:00","0"
"ride completed","12","web","25-34","17:40:00","0"
"ride completed","12","web","25-34","17:41:00","0"
"ride completed","16","web","25-34","17:42:00","0"
"ride completed","10","web","25-34","17:43:00","0"
"ride completed","5","web","25-34","17:44:00","0"
"ride completed","12","web","25-34","17:45:00","0"
"ride completed","10","web","25-34","17:46:00","0"
"ride completed","12","web","25-34","17:47:00","0"
"ride completed","13","web","25-34","17:48:00","0"
"ride completed","8","web","25-34","17:49:00","0"
"ride completed","7","web","25-34","17:50:00","0"
"ride completed","13","web","25-34","17:51:00","0"
"ride completed","10","web","25-34","17:52:00","0"
"ride completed","6","web","25-34","17:53:00","0"
"ride completed","9","web","25-34","17:54:00","0"
"ride completed","8","web","25-34","17:55:00","0"
"ride completed","8","web","25-34","17:56:00","0"
"ride completed","5","web","25-34","17:57:00","0"
"ride completed","10","web","25-34","17:58:00","0"
"ride completed","6","web","25-34","17:59:00","0"
"ride completed","16","web","25-34","18:00:00","0"
"ride completed","8","web","25-34","18:01:00","0"
"ride completed","9","web","25-34","18:02:00","0"
"ride completed","11","web","25-34","18:03:00","0"
"ride completed","9","web","25-34","18:04:00","0"
"ride completed","9","web","25-34","18:05:00","0"
"ride completed","8","web","25-34","18:06:00","0"
"ride completed","5","web","25-34","18:07:00","0"
"ride completed","6","web","25-34","18:08:00","0"
"ride completed","9","web","25-34","18:09:00","0"
"ride completed","6","web","25-34","18:10:00","0"
"ride completed","8","web","25-34","18:11:00","0"
"ride completed","9","web","25-34","18:12:00","0"
"ride completed","4","web","25-34","18:13:00","0"
"ride completed","7","web","25-34","18:14:00","0"
"ride completed","4","web","25-34","18:15:00","0"
"ride completed","6","web","25-34","18:16:00","0"
"ride completed","8","web","25-34","18:17:00","0"
"ride completed","8","web","25-34","18:18:00","0"
"ride completed","6","web","25-34","18:19:00","0"
"ride completed","5","web","25-34","18:20:00","0"
"ride completed","6","web","25-34","18:21:00","0"
"ride completed","9","web","25-34","18:22:00","0"
"ride completed","3","web","25-34","18:23:00","0"
"ride completed","7","web","25-34","18:24:00","0"
"ride completed","7","web","25-34","18:25:00","0"
"ride completed","8","web","25-34","18:26:00","0"
"ride completed","7","web","25-34","18:27:00","0"
"ride completed","9","web","25-34","18:28:00","0"
"ride completed","5","web","25-34","18:29:00","0"
"ride completed","5","web","25-34","18:30:00","0"
"ride completed","7","web","25-34","18:31:00","0"
"ride completed","6","web","25-34","18:32:00","0"
"ride completed","3","web","25-34","18:33:00","0"
"ride completed","10","web","25-34","18:34:00","0"
"ride completed","9","web","25-34","18:35:00","0"
"ride completed","5","web","25-34","18:36:00","0"
"ride completed","8","web","25-34","18:37:00","0"
"ride completed","5","web","25-34","18:38:00","0"
"ride completed","4","web","25-34","18:39:00","0"
"ride completed","10","web","25-34","18:40:00","0"
"ride completed","7","web","25-34","18:41:00","0"
"ride completed","9","web","25-34","18:42:00","0"
"ride completed","5","web","25-34","18:43:00","0"
"ride completed","3","web","25-34","18:44:00","0"
"ride completed","2","web","25-34","18:45:00","0"
"ride completed","5","web","25-34","18:46:00","0"
"ride completed","5","web","25-34","18:47:00","0"
"ride completed","11","web","25-34","18:48:00","0"
"ride completed","6","web","25-34","18:49:00","0"
"ride completed","8","web","25-34","18:50:00","0"
"ride completed","11","web","25-34","18:51:00","0"
"ride completed","3","web","25-34","18:52:00","0"
"ride completed","4","web","25-34","18:53:00","0"
"ride completed","3","web","25-34","18:54:00","0"
"ride completed","7","web","25-34","18:55:00","0"
"ride completed","7","web","25-34","18:56:00","0"
"ride completed","7","web","25-34","18:57:00","0"
"ride completed","5","web","25-34","18:58:00","0"
"ride completed","10","web","25-34","18:59:00","0"
"ride completed","3","web","25-34","19:00:00","0"
"ride completed","6","web","25-34","19:01:00","0"
"ride completed","5","web","25-34","19:02:00","0"
"ride completed","3","web","25-34","19:03:00","0"
"ride completed","2","web","25-34","19:04:00","0"
"ride completed","5","web","25-34","19:05:00","0"
"ride completed","4","web","25-34","19:06:00","0"
"ride completed","9","web","25-34","19:07:00","0"
"ride completed","6","web","25-34","19:08:00","0"
"ride completed","4","web","25-34","19:09:00","0"
"ride completed","4","web","25-34","19:10:00","0"
"ride completed","7","web","25-34","19:11:00","0"
"ride completed","10","web","25-34","19:12:00","0"
"ride completed","3","web","25-34","19:13:00","0"
"ride completed","4","web","25-34","19:14:00","0"
"ride completed","6","web","25-34","19:15:00","0"
"ride completed","8","web","25-34","19:16:00","0"
"ride completed","10","web","25-34","19:17:00","0"
"ride completed","9","web","25-34","19:18:00","0"
"ride completed","5","web","25-34","19:19:00","0"
"ride completed","6","web","25-34","19:20:00","0"
"ride completed","6","web","25-34","19:21:00","0"
"ride completed","10","web","25-34","19:22:00","0"
"ride completed","8","web","25-34","19:23:00","0"
"ride completed","5","web","25-34","19:24:00","0"
"ride completed","5","web","25-34","19:25:00","0"
"ride completed","2","web","25-34","19:26:00","0"
"ride completed","3","web","25-34","19:27:00","0"
"ride completed","7","web","25-34","19:28:00","0"
"ride completed","5","web","25-34","19:29:00","0"
"ride completed","7","web","25-34","19:30:00","0"
"ride completed","5","web","25-34","19:31:00","0"
"ride completed","6","web","25-34","19:32:00","0"
"ride completed","9","web","25-34","19:33:00","0"
"ride completed","9","web","25-34","19:34:00","0"
"ride completed","8","web","25-34","19:35:00","0"
"ride completed","10","web","25-34","19:36:00","0"
"ride completed","7","web","25-34","19:37:00","0"
"ride completed","13","web","25-34","19:38:00","0"
"ride completed","8","web","25-34","19:39:00","0"
"ride completed","5","web","25-34","19:40:00","0"
"ride completed","4","web","25-34","19:41:00","0"
"ride completed","3","web","25-34","19:42:00","0"
"ride completed","9","web","25-34","19:43:00","0"
"ride completed","6","web","25-34","19:44:00","0"
"ride completed","6","web","25-34","19:45:00","0"
"ride completed","5","web","25-34","19:46:00","0"
"ride completed","8","web","25-34","19:47:00","0"
"ride completed","3","web","25-34","19:48:00","0"
"ride completed","8","web","25-34","19:49:00","0"
"ride completed","9","web","25-34","19:50:00","0"
"ride completed","7","web","25-34","19:51:00","0"
"ride completed","7","web","25-34","19:52:00","0"
"ride completed","7","web","25-34","19:53:00","0"
"ride completed","3","web","25-34","19:54:00","0"
"ride completed","6","web","25-34","19:55:00","0"
"ride completed","4","web","25-34","19:56:00","0"
"ride completed","4","web","25-34","19:57:00","0"
"ride completed","4","web","25-34","19:58:00","0"
"ride completed","11","web","25-34","19:59:00","0"
"ride completed","5","web","25-34","20:00:00","0"
"ride completed","1","web","25-34","20:14:00","0"
"ride completed","1","web","25-34","20:24:00","0"
"ride completed","1","web","25-34","20:26:00","0"
"ride completed","1","web","25-34","20:40:00","0"
"ride completed","1","web","25-34","20:42:00","0"
"ride completed","1","web","25-34","20:44:00","0"
"ride completed","1","web","25-34","20:54:00","0"
"ride completed","2","web","25-34","20:56:00","0"
"ride completed","1","web","25-34","20:58:00","0"
"ride completed","1","web","25-34","21:02:00","0"
"ride completed","1","web","25-34","21:13:00","0"
"ride completed","1","web","25-34","21:34:00","0"
"ride completed","1","web","25-34","21:38:00","0"
"ride completed","1","web","25-34","21:43:00","0"
"ride completed","1","web","25-34","21:47:00","0"
"ride completed","1","web","25-34","21:51:00","0"
"ride completed","1","web","25-34","21:53:00","0"
"ride completed","2","web","25-34","22:00:00","0"
"ride completed","2","web","25-34","22:10:00","0"
"ride completed","1","web","25-34","22:22:00","0"
"ride completed","1","web","25-34","22:45:00","0"
"ride completed","1","web","25-34","22:58:00","0"
"ride completed","1","web","25-34","22:59:00","0"
"ride completed","1","web","25-34","23:05:00","0"
"ride completed","1","web","25-34","23:11:00","0"
"ride completed","1","web","25-34","23:13:00","0"
"ride completed","1","web","25-34","23:15:00","0"
"ride completed","2","web","25-34","23:25:00","0"
"ride completed","1","web","25-34","23:27:00","0"
"ride completed","1","web","25-34","23:31:00","0"
"ride completed","1","web","25-34","23:32:00","0"
"ride completed","1","web","25-34","23:35:00","0"
"ride completed","3","web","25-34","23:37:00","0"
"ride completed","4","web","25-34","23:51:00","0"
"ride completed","1","web","25-34","23:57:00","0"
"ride completed","1","web","25-34","23:59:00","0"
"ride completed","1","web","35-44","00:01:00","0"
"ride completed","1","web","35-44","00:07:00","0"
"ride completed","1","web","35-44","00:09:00","0"
"ride completed","1","web","35-44","00:11:00","0"
"ride completed","2","web","35-44","00:12:00","0"
"ride completed","1","web","35-44","00:14:00","0"
"ride completed","1","web","35-44","00:16:00","0"
"ride completed","2","web","35-44","00:17:00","0"
"ride completed","2","web","35-44","00:19:00","0"
"ride completed","2","web","35-44","00:20:00","0"
"ride completed","1","web","35-44","00:21:00","0"
"ride completed","2","web","35-44","00:25:00","0"
"ride completed","2","web","35-44","00:28:00","0"
"ride completed","1","web","35-44","00:29:00","0"
"ride completed","2","web","35-44","00:34:00","0"
"ride completed","1","web","35-44","00:36:00","0"
"ride completed","1","web","35-44","00:40:00","0"
"ride completed","1","web","35-44","00:51:00","0"
"ride completed","1","web","35-44","00:52:00","0"
"ride completed","1","web","35-44","00:54:00","0"
"ride completed","3","web","35-44","00:55:00","0"
"ride completed","1","web","35-44","00:56:00","0"
"ride completed","1","web","35-44","00:57:00","0"
"ride completed","1","web","35-44","00:58:00","0"
"ride completed","2","web","35-44","01:01:00","0"
"ride completed","2","web","35-44","01:02:00","0"
"ride completed","1","web","35-44","01:07:00","0"
"ride completed","1","web","35-44","01:10:00","0"
"ride completed","1","web","35-44","01:11:00","0"
"ride completed","1","web","35-44","01:14:00","0"
"ride completed","1","web","35-44","01:17:00","0"
"ride completed","1","web","35-44","01:18:00","0"
"ride completed","1","web","35-44","01:19:00","0"
"ride completed","1","web","35-44","01:20:00","0"
"ride completed","1","web","35-44","01:22:00","0"
"ride completed","1","web","35-44","01:23:00","0"
"ride completed","1","web","35-44","01:24:00","0"
"ride completed","1","web","35-44","01:25:00","0"
"ride completed","1","web","35-44","01:27:00","0"
"ride completed","1","web","35-44","01:28:00","0"
"ride completed","1","web","35-44","01:30:00","0"
"ride completed","1","web","35-44","01:33:00","0"
"ride completed","1","web","35-44","01:34:00","0"
"ride completed","1","web","35-44","01:38:00","0"
"ride completed","2","web","35-44","01:39:00","0"
"ride completed","1","web","35-44","01:46:00","0"
"ride completed","1","web","35-44","01:47:00","0"
"ride completed","2","web","35-44","01:49:00","0"
"ride completed","1","web","35-44","01:51:00","0"
"ride completed","3","web","35-44","01:57:00","0"
"ride completed","1","web","35-44","02:00:00","0"
"ride completed","1","web","35-44","02:01:00","0"
"ride completed","2","web","35-44","02:05:00","0"
"ride completed","1","web","35-44","02:06:00","0"
"ride completed","2","web","35-44","02:11:00","0"
"ride completed","1","web","35-44","02:13:00","0"
"ride completed","2","web","35-44","02:15:00","0"
"ride completed","1","web","35-44","02:16:00","0"
"ride completed","1","web","35-44","02:27:00","0"
"ride completed","1","web","35-44","02:28:00","0"
"ride completed","1","web","35-44","02:30:00","0"
"ride completed","1","web","35-44","02:39:00","0"
"ride completed","1","web","35-44","02:45:00","0"
"ride completed","1","web","35-44","02:46:00","0"
"ride completed","1","web","35-44","02:48:00","0"
"ride completed","1","web","35-44","02:50:00","0"
"ride completed","3","web","35-44","02:52:00","0"
"ride completed","1","web","35-44","02:54:00","0"
"ride completed","2","web","35-44","02:55:00","0"
"ride completed","1","web","35-44","03:00:00","0"
"ride completed","1","web","35-44","03:01:00","0"
"ride completed","1","web","35-44","03:03:00","0"
"ride completed","1","web","35-44","03:04:00","0"
"ride completed","1","web","35-44","03:05:00","0"
"ride completed","2","web","35-44","03:10:00","0"
"ride completed","2","web","35-44","03:11:00","0"
"ride completed","1","web","35-44","03:17:00","0"
"ride completed","1","web","35-44","03:18:00","0"
"ride completed","1","web","35-44","03:19:00","0"
"ride completed","2","web","35-44","03:30:00","0"
"ride completed","1","web","35-44","03:31:00","0"
"ride completed","1","web","35-44","03:37:00","0"
"ride completed","1","web","35-44","03:38:00","0"
"ride completed","1","web","35-44","03:41:00","0"
"ride completed","1","web","35-44","03:43:00","0"
"ride completed","1","web","35-44","03:48:00","0"
"ride completed","1","web","35-44","03:49:00","0"
"ride completed","1","web","35-44","03:50:00","0"
"ride completed","1","web","35-44","03:51:00","0"
"ride completed","1","web","35-44","03:52:00","0"
"ride completed","1","web","35-44","03:53:00","0"
"ride completed","1","web","35-44","03:58:00","0"
"ride completed","2","web","35-44","03:59:00","0"
"ride completed","2","web","35-44","04:00:00","0"
"ride completed","1","web","35-44","04:07:00","0"
"ride completed","1","web","35-44","04:09:00","0"
"ride completed","1","web","35-44","04:10:00","0"
"ride completed","1","web","35-44","04:16:00","0"
"ride completed","1","web","35-44","04:17:00","0"
"ride completed","1","web","35-44","04:21:00","0"
"ride completed","4","web","35-44","04:22:00","0"
"ride completed","3","web","35-44","04:24:00","0"
"ride completed","1","web","35-44","04:25:00","0"
"ride completed","1","web","35-44","04:26:00","0"
"ride completed","1","web","35-44","04:28:00","0"
"ride completed","1","web","35-44","04:34:00","0"
